Screen Name,User Name,Tweet Created At,Tweet Text,User Location,Retweet Count,Phone Type
SpaceKidzIndia,Space Kidz India,2019-07-20 12:22:10,"Soooperrr proud of TEAM ISRO.. We salute your great effort and look forward to a Historic Launch on Monday...Go ISRO.. GO INDIA ..                                    #Salaam_ISRO - Udaa... Udaa...🚀 
#Chandrayaan2 #ISROMissions

https://t.co/L7JFrJzh8i",Chennai,0,Twitter for Android
ians_india,IANS Tweets,2019-07-20 12:16:29,"Here's what makes #Chandrayaan2 special

#ISRO  #chandrayaan2themoon https://t.co/apRyVzlJOk",New Delhi,0,Twitter Web App
the_nachiket,NachikeT KelkaR,2019-07-20 12:16:11,"Once the #Chandrayaan2 is approaching the #moon, the propulsion system has to fire at the right time to be able to be captured around the lunar orbit or else it can crash onto the moon or wander into outer space #TheWeek @TheWeekLive 
https://t.co/OaX9vvT0MN","Mumbai, India",0,Twitter for Android
SheThePeople,SheThePeople,2019-07-20 11:48:33,Join us for a #TwitterChat tomorrow at 4 pm with @minnievaid on the women driving our space programme #Chandrayaan2 #WomenInSTEM https://t.co/EmXnuDbBBA,India,3,Twitter for Android
i_AlanDAS,Alan Das,2019-07-20 11:43:52,"@isro 
India is taking yet another step into the realms of space that are still a fantasy to you and me, we look on as Chandrayaan2 jets off to the collective pride of the country.
 #Chandrayaan2 #GSLVMkIII #ISRO #IIESTShibpur https://t.co/rHReh8dN5R",India,0,Twitter for Android
philotweepic,Fantasee ♔,2019-07-20 11:41:22,"IN OTHER NEWS: World is celebrating 50th anniversary of man's landing on the moon: India's ""Scientist"" babus trying hard to push a rocket towards moon in their ""path breaking""  ""low cost"" whatever ...  None can beat India in choosing wrongest of priorities. #ISRO #Chandrayaan2","Bangalore, India",0,Twitter Web App
sagnikb7,Sagnik B,2019-07-20 11:37:58,"Exactly 50 years back we landed on the moon, using a computer than is almost 1000 times less powerful than the device you are using to read this tweet!, Best of luck for #Chandrayaan2 👍 
Remembering #Apollo11 @isro @NASA @Raytheon","Bangalore, India",0,Twitter Web App
weatherindia,The Weather Channel India,2019-07-20 11:30:00,"#BiharFloods, centuries-old Nandi statues found near #Mysuru, @isro aborting the launch of #Chandrayaan2 and more.
#ICYMI - Here's a quick recap of the top weather, environment and science stories of the week.
https://t.co/cP5D7gqP8I",India,0,TweetDeck
PIYSocial,Project It Yourself,2019-07-20 11:25:04,"Chandrayaan-2 will also do 3D mapping of the topography of the South Polar Region, and will determine its elemental composition and seismic activity.

#chandrayaan2
#PIYDYK https://t.co/jwEbPYoeyF","Bhubaneswar, Odisha",0,Twitter for Android
The_IT_Labour,Sheetal D 🇮🇳,2019-07-20 11:19:57,Yayayyyy 👏👏👏👏👏🇮🇳💓 #ISROMissions #isro #Chandrayaan2 #india #PROUD #Excited https://t.co/pcJ5pJRolc,"Pune, India",0,Twitter for Android
PIB_India,PIB India,2019-07-20 11:03:06,"When the Rover touches down, 🇮🇳India will step into history.

#Chandrayaan2 takes off for the 🌚Moon on Monday.

Watch the take-off on #PIB📺. Tune in Live at 2:15 pm on 🗓️22 July https://t.co/CGEcerUTNu",New Delhi,70,Twitter Media Studio
BakulJoshi15,Bakul Joshi,2019-07-20 10:58:19,@mySelfHassan @majorgauravarya @pid_gov @ImranKhanPTI Uncle on 22nd July we are about to leave for moon #Chandrayaan2 and you people are still trying to enter india. So better don't compare the development of two countries,India,0,Twitter for Android
ETNOWlive,ET NOW,2019-07-20 10:34:54,"Know what @anandmahindra has to say about #Chandrayaan2 launch:

https://t.co/6GLgbf4V13",India,1,Twitter Web Client
FinancialXpress,Financial Express,2019-07-20 10:34:05,"#Apollo11 mission: 50 years before #Chandrayaan2, humanity set its first steps on another world
https://t.co/e7KBvpEKL9 https://t.co/JLynLWYFNg","New Delhi, India",1,Twitter Web App
vikramhegde,Vikram Hegde,2019-07-20 10:16:14,"The craft that will land on the moon as part of #Chandrayaan2 is called Vikram. 

Happy that my name is flying high even if it has nothing to do with me. 😛",New Delhi,0,Twitter Web App
uncertainquark,Jatan Mehta,2019-07-20 10:14:30,"Here's #Chandrayaan2's updated mission profile, with changes from the original one in bold. Landing date affected by only one day, now is Sep 7, 2019.
#ISROMissions https://t.co/YpUN5G9Krl",The Pale Blue Dot,3,Twitter Web Client
PIB_India,PIB India,2019-07-20 10:10:09,"We are all geared up for #chandrayaan2 🚀

It opens up a new era of 🌑lunar exploration

This mission will help us better understand the origin and evolution of the Moon

This is the beginning of our quest to unravel the mystery of Moon

#ISROMissions #ISRO #GSLVMkIII https://t.co/QVDwBiGJ7G",New Delhi,42,Twitter Web Client
PeepingMoon,PeepingMoon,2019-07-20 10:06:57,"Ahead of #Chandrayaan2 launch, #ISRO wishes luck to #MissionMangal team 

@akshaykumar @taapsee @SonakshiSinha @vidya_balan @TheSharmanJoshi @menennithya @IamKirtiKulhari @Jaganshakti @foxstarhindi @isro https://t.co/es9NZysqzA","Mumbai, India",9,Peeping Moon
FinancialXpress,Financial Express,2019-07-20 09:53:25,"#Chandrayaan2 | #ISRO tweeted about #MissionMangal. Check! what Indian Space Agency wrote …

https://t.co/bPKjrdV0nl","New Delhi, India",0,Twitter Web App
ashlinpmathew,Ashlin Mathew,2019-07-20 09:49:30,Why the hell does he get to go to #ISRO and not the #commonman? #Chandrayaan2 https://t.co/sU0WFwG3wt,,0,Twitter Web Client
Indiannewsnetw2,Indian News Network,2019-07-20 09:40:09,"""One small step for man... One giant leap for mankind""
@NASA celebrates its 50th #Apollo11 mission anniversary.

India is also set to send its #Chandrayaan2 rocket to moon by july 22 in search of the water &amp; other essential data.

#Apollo50th #NeilArmstrong #NASA #MoonLanding50 https://t.co/VKwB1lzLYM","Bhopal, India",1,Twitter for Android
zingaroo,zingaroo,2019-07-20 09:35:13,"@1amnerd @isro On @ISRO's  new found love for bollywood and waiting for #Chandrayaan2 

Image Courtesy: https://t.co/sfve5fHYPx https://t.co/jdi5Sc4NnB",,0,Twitter Web Client
Anduandpandu,Shri Shri Baba Modi,2019-07-20 09:31:29,"I hope Chandrayan 2 is successful.

But after seeing this Sadguru in ISRO and Director's visits to Tirupati, worried about the future of ISRO.
#Chandrayaan2 
#ISRO https://t.co/C3zP42kjVc",,0,Twitter for Android
SheThePeople,SheThePeople,2019-07-20 09:28:13,"India’s Rs 1,000 Crore Mission To Moon Is Powered By Two Women #SaturdayMotivation #Chandrayaan2
https://t.co/BwX5e8DX3b",India,2,Twitter for Android
aninditaghose,Anindita Ghose,2019-07-20 09:21:05,"Finally a pretty detailed explainer of the science behind #Chandrayaan2 @isro by @nitinsreedhar7 and @Srish__T. ""The journey of India’s space programme leading up to Chandrayaan-2 is the most successful story of an Indian state-funded project."" https://t.co/Tpj0Yxlxsl","Bombay, India",2,Twitter Web Client
Doctor_Astro,Dr. Anita Sengupta,2019-07-20 09:15:17,T minus 48 hours to launch of #Chandrayaan2 #indiatothemoon https://t.co/X99nNF3hhN,Alpha Quadrant,4,Twitter for Android
GurbirSingh,Gurbir Singh,2019-07-20 09:00:00,#Chandrayaan2 - @Isro's second Moon mission.  The new launch date is 22nd July 2019 at 10:13 BST. Chandrayaan-2 was going to take 54 days to get to the Moon and a new trajectory will do it 47 days. Landing date of 6th Sep remains unchanged. Live countdown  https://t.co/8A3PoS6djY https://t.co/XlNzKSvy2R,UK,1,TweetDeck
Spotboye,SpotboyE,2019-07-20 08:50:19,"WOW!

As #MissionMangal is based on #ISRO’s 2013 mission to Mars, the team wished @akshaykumar's and the team all the luck!

Check out what they had to say! 👇

#AkshayKumar | #Chandrayaan2 | @vidya_balan | @taapsee | @TheSharmanJoshi | @IamKirtiKulhari 

https://t.co/zGqRHjgolK",Mumbai,35,Twitter Web App
IndiaAvdel,AvdelIndia,2019-07-20 08:36:56,"#Chandrayaan2 is an unmanned mission that will involve an orbiter, a lander and a rover, all of which have been built by the Indian Space Research Organisation @isro 

#AvdelIndia is proud to be associated with ISRO’s #Chandrayaan2 Project.
Visit us at https://t.co/KxSGwnMkSB https://t.co/V6WZSxe4Dh","Mumbai, India",0,Twitter Web Client
Naveensajja01,Naveen Sajjan🇮🇳,2019-07-20 08:33:15,50 years back on this day man Landed on moon #Chandrayaan2 #Apollo11at50 #MoonLanding50 #NASA #Apollo50th https://t.co/gaMBt3Bls5,central university of karnatak,0,Twitter for Android
RAKESHK99154026,RAKESH KUMAR,2019-07-20 08:23:13,"As #ISRO prepares for landmark launch of #Chandrayaan2, #TeamISRO wishes @akshaykumar all the best for #MissionMangal and all his future endeavour :@isro",,0,Twitter for Android
SanjaySpeaks2U,संजु™,2019-07-20 07:54:19,"First step on the Moon🌜 by the Human 🚶
#Apollo50th #MoonLanding50 #Chandrayaan2 #म #NASA https://t.co/d55M7iKqEh","Pune, Maharashtra",0,Twitter for Android
DDNational,Doordarshan National,2019-07-20 07:50:00,"NOT TO BE MISSED -
Curtain Raiser- #GSLVMkIII -M1/#Chandrayaan2 Mission - #ISRO this afternoon at 2:25 pm on @DDNational
 
#Chandrayaan @isro https://t.co/6KqdrP9F5L",New Delhi,10,TweetDeck
PIB_India,PIB India,2019-07-20 07:43:19,"We are all set, Are you?

#Chandrayaan2🚀 will be India’s first rover-based space mission, it will also be the world's first expedition to reach the 🌚Moon’s south polar region.

#ISROMissions 

Video Courtesy: @isro https://t.co/U5QVhwRgyT",New Delhi,137,Twitter Media Studio
abhay953,Abhay Gupta,2019-07-20 07:35:26,@isro Best of luck for #Chandrayaan2,"Prayagraj, India",0,Twitter for Android
Srish__T,Srishti Choudhary,2019-07-20 07:29:34,"""It was called off 56 minutes before the launch. That means everything was going fine till the last stage..."" #Chandrayaan2 - India's most complex mission till date &amp; the one holding some really ""terrifying moments"". #MoonLanding50
https://t.co/ufxzpqf24a",New Delhi / Chandigarh,0,Twitter for Android
RiyasMKalody,Riyas Kalody,2019-07-20 07:29:28,"@WhiteHouse Best wishes to #Apollo50th 

It's first time to the Moon's south pole @isro #Chandrayaan2 #GSLVMkIII 😍 https://t.co/1tABZYe2sk","Cherushola, Kottakkal, India",0,Twitter for Android
amrita_333,Amrita,2019-07-20 07:28:56,"Be Ready my follow Indians to feel PROUD AGAIN!!
#ISRO  #Chandrayaan2  #GSLVMkIII https://t.co/NUrvgnIEua","Bhubaneshwar, India",0,Twitter Web Client
FinancialXpress,Financial Express,2019-07-20 07:13:04,"#Chandrayaan2 to be launched from SDSC SHAR: Know about India's famous spaceport at Sriharikota

https://t.co/cQqkZSkt5p","New Delhi, India",1,Twitter Web App
yamini_jadhav,Yamini Jadhav,2019-07-20 07:11:34,"Congratulations to @isro for this feat. As it is said that the comeback should always be stronger than the setback, you are set to make #India proud. 

Monday - 22nd July, fly to the moon! 

#Chandrayaan2 #ISRO https://t.co/aobomhYfTV","Mumbai, India",0,Twitter Web App
notsojain,Arihant Jain,2019-07-20 06:56:25,@Teslarati @BocaChicaGal So happy to see ISRO doing wonders in this space exploration ageGo #Chandrayaan2!!!,,0,Twitter for Android
Sdp660,Soumyadeep Kundu,2019-07-20 06:48:37,"https://t.co/zv9XLZhjM8

1st time in Bengali. Golden Jubilee of Moon Landing. @isro  @NASA #MoonLanding50  #50YearsOfMoonLanding #Chandrayaan2",,1,Twitter Web App
Mint_Lounge,Mint Lounge,2019-07-20 06:45:33,"The Apollo 11 landings had a key impact on India’s space programme too. @isro was incorporated barely a month after the iconic moon mission. @nitinsreedhar7 and @Srish__T take a look at the science behind #Chandrayaan2 , rescheduled to launch on 22 July https://t.co/SdaakAMK44",India,1,Twitter for iPhone
SasirekaB,"S M English School,Hoodi Bangalore.",2019-07-20 06:45:16,"@isro #Chandrayaan2 #pmoindia  On behalf of S M English School (Hoodi, Bengaluru) ,We wish and pray for the successful mission of CHANDRAYAAN 2. Our nation!!Our pride!! 🇮🇳🇮🇳 https://t.co/d2rVMwXzox","Bengaluru, India",0,Twitter Web App
ImIpkiss,Stanley Ipkiss,2019-07-20 06:32:34,"Maybe ISRO working on that 🤔.
#chandrayaan2 https://t.co/6gd0U5hukW",Imagination,0,Twitter for Android
fafdajilebi,Patriot GK,2019-07-20 06:24:25,"@AFP @TarekFatah @isro @PMOIndia We must respect all isro missions, but if NASA can launch men and bring them back in 196 hours, why do we need 55 days just to put a probe on the lunar surface ? #Chandrayaan2","Mumbai, India",0,Twitter for Android
imPrasadAkki,PrasadAkki,2019-07-20 06:23:36,"Akshay Kumars Movies Growing Day By Day✌❤❤🙏
@akshaykumar #AkshayKumar #MissionMangalTrailer #MissionMangal #Chandrayaan2 https://t.co/3VLufXtuFr",,15,Twitter for Android
mail_today,MailToday,2019-07-20 06:17:49,"#AkshayKumar extends best wishes to #ISRO for #Chandrayaan2 launch on July 22
https://t.co/MU7VwLHRJk",,0,Twitter Web App
Swaerojay2,Ajay,2019-07-20 06:14:39,"Very excited to see this kinda.
Progressive Evolution from most marginalized section ,They don't have Nights to Dream that one day they going to launch #SwaeroSat 1, There is no technical issues to drop like #Chandrayaan2 Thanks @RSPraveenSwaero #Swaero 
https://t.co/UMu2hUNXeR",Hyderabad Telangana,1,Twitter for Android
political_dm,DURGESH MOURYA,2019-07-20 06:10:48,#ChandraYaan2 #GSLV  22 July 2019 14:43 #ISRO https://t.co/gimx7GH11W,"छत्तीसगढ़, भारत",0,Instagram
AmitBansod9211,Amit Bansod(Dev),2019-07-20 06:08:16,"@isro Good luck team #ISRO #Chandrayaan2 
Proud to be #Indian","Pune, India",0,Twitter for Android
DDNational,Doordarshan National,2019-07-20 06:00:00,"MUST WATCH -
Curtain Raiser- #GSLVMkIII -M1/#Chandrayaan2 Mission - #ISRO this afternoon at 12:25 pm on @DDNational
 
#Chandrayaan @isro https://t.co/95aV5f1USP",New Delhi,9,TweetDeck
__not_a_bot_,STRINGofPEARLS,2019-07-20 05:57:35,@elmihiro @ShivAroor @SJha1618 @manupubby @YusufDFI @drajaykumar_ias is the pragyan onboard of #Chandrayaan2 made by @TeamIndus ?,,0,Twitter for Android
NarimanPatel,Nariman Patel,2019-07-20 05:57:20,Two days and counting! https://t.co/COOnKmjSxP @isro #TeamISRO #Chandrayaan2 . All the v best!,"Mumbai, India",0,Twitter for Android
iVerbinden,Verbinden,2019-07-20 05:51:03,"#ISRO has ambitious plans for space. The upcoming launch of #Chandrayaan2 is an excellent example. Several space agencies have launched crucial satellites in last century. 
Click here https://t.co/MHsoPbJLWy and learn about the most important ones. 

#SpaceExplorationDay #Space https://t.co/UBEdWcaheM","Bangalore, E-City",1,Hootsuite Inc.
TPPwebsite,The Photography Passion,2019-07-20 05:46:41,"Human Eye Vs Camera

To read article click this link👇👇
https://t.co/gccxFThrdX

#SuriyaCommonDP #HBDAdorableSITARA #HBDLittleAngelSITARA #Thala #webdesign #Thread #TheWitcherNetflix #TheWitcher #India #Chandrayaan2 https://t.co/a2QwYwV0aZ",India,2,Twitter for Android
SinghHarsh172,WORLD WELL HARSH SINGH,2019-07-20 05:43:32,"As #ISRO prepares for landmark launch of #Chandrayaan2, #TeamISRO wishes @akshaykumar all the best for #MissionMangal and all his future endeavour",India,1,Twitter for Android
NKoraboina,nareshK,2019-07-20 05:37:29,"@isro @Isro @MarsOrbiter #Chandrayaan2 GSLVMkIII-M1/ .. i hav applied in online registration for chandrayaan 2 launch , bt still now i didnt get Registration Number nor an email, i didnt get. Plz follw up tht , eagerly waiting for the Magic day",India,0,Twitter for iPhone
yerramallanipun,Nipun Yerramalla,2019-07-20 05:37:19,"Timely and fine edition by @Mint_Lounge on the Moon. Everything from #MoonLanding50 , #Chandrayaan2 to Art &amp; Culture with regards to Moon. https://t.co/rMkRb49umV",India,0,Twitter Web App
adityakumar480,Aditya Saha,2019-07-20 05:35:16,"Another Movie for @akshaykumar is on the cards. #Chandrayaan2 will release on 15th August of any year. An Independence Day weekend.

#MissionMangal #MissionMangalTrailer https://t.co/ackqeQtO0B","Bangalore , India",0,Twitter for Android
GopiSpeaks,Gopikrishnan A🇮🇳,2019-07-20 05:17:37,"#MoonLanding50 years! #moonlanding well explained in this diagram.

Looking forward to #Chandrayaan2 ! @isro #Moon https://t.co/ZbV1AFHAi7","Mumbai, INDIA.",0,Twitter for iPhone
architbaweja,Archit Baweja,2019-07-20 05:16:39,Who’s excited about the upcoming moon landing by #chandrayaan2 #isro https://t.co/TCJy2hO8Gq,"San Francisco, CA",0,Twitter for iPhone
filmidraama,filmidraama,2019-07-20 05:09:38,"@isro and @akshaykumar say to all the best each other for #MissionMangal and #Chandrayaan2 
@Akshaykumarfc99 
@sonakshisinha 
@taapsee 
@vidya_balan https://t.co/zy3CdfGLP4",,0,Twitter Web Client
forbes_india,Forbes India,2019-07-20 05:00:59,"How the moon landing changed the world, India's space race and more: Ten interesting things we read this week https://t.co/QlTR0RzbIo #MoonLanding50 #Chandrayaan2",India,0,Twitter Web Client
GouravD88673989,Gourav Dhakad,2019-07-20 04:59:10,"Get set Go
#Chandrayaan2 https://t.co/cKqKaFCxhJ","Madhya Pradesh, India",0,Twitter Web App
ShauryaBhaskar,Shaurya Bhaskar,2019-07-20 04:55:19,"@RMantri @nitin_gadkari Even though we pay taxes.. 
Potholes in Ulhasnagar Municpal Corporation are creating world Record. 
Why launch #Chandrayaan2 
We can find same holes here in Thane District of Maharashtra. Ulhasnagar ruled by @BJP4India for more thn decade. Pathetic road conditions.. Shame","Mumbai, India",0,Twitter for Android
Zombie15960724,Zombie,2019-07-20 04:54:59,"#PMIKVisitingUS will meet @POTUS for alms on 22nd , Indian will be scaling moon through #Chandrayaan2 

Countries with different priorities",,0,Twitter Web App
Prashant_Ptl,Prashant,2019-07-20 04:53:35,"Star is born 22nd july.

Go @isro 
#Chandrayaan2 #GSLVMkIII #MoonLanding50 #moon https://t.co/VrsAfK7FeB","Sydney, New South Wales",0,Twitter for Android
RishavJyoti1,Rishav Jyoti,2019-07-20 04:50:38,"@SriSri @SadhguruJV @achyuta_samanta @narendramodi 🙏🏻🌸✨#Chandrayaan2 
For enabling women with the power to empower themselves. Safe nation, better health facilities, increased opportunities for education &amp; employment are turning into a reality for women.",,0,Twitter for iPhone
